Date,City,Year of Occurrence,Month of Occurrence,Crime_Count,MA3,Delta,Trend_Slope
2020-12-01,Thane,2020,12,18,14.333333333333334,7.0,-0.020707070707070986
2021-01-01,Thane,2021,1,19,16.0,1.0,-0.020707070707070986
2021-02-01,Thane,2021,2,7,14.666666666666666,-12.0,-0.020707070707070986
2021-03-01,Thane,2021,3,15,13.666666666666666,8.0,-0.020707070707070986
2021-04-01,Thane,2021,4,11,11.0,-4.0,-0.020707070707070986
2021-05-01,Thane,2021,5,16,14.0,5.0,-0.020707070707070986
2021-06-01,Thane,2021,6,12,13.0,-4.0,-0.020707070707070986
2021-07-01,Thane,2021,7,10,12.666666666666666,-2.0,-0.020707070707070986
2021-08-01,Thane,2021,8,15,12.333333333333334,5.0,-0.020707070707070986
2021-09-01,Thane,2021,9,7,10.666666666666666,-8.0,-0.020707070707070986
2021-10-01,Thane,2021,10,11,11.0,4.0,-0.020707070707070986
2021-11-01,Thane,2021,11,14,10.666666666666666,3.0,-0.020707070707070986
2021-12-01,Thane,2021,12,14,13.0,0.0,-0.020707070707070986
2022-01-01,Thane,2022,1,9,12.333333333333334,-5.0,-0.020707070707070986
2022-02-01,Thane,2022,2,10,11.0,1.0,-0.020707070707070986
2022-03-01,Thane,2022,3,14,11.0,4.0,-0.020707070707070986
2022-04-01,Thane,2022,4,10,11.333333333333334,-4.0,-0.020707070707070986
2022-05-01,Thane,2022,5,13,12.333333333333334,3.0,-0.020707070707070986
2022-06-01,Thane,2022,6,13,12.0,0.0,-0.020707070707070986
2022-07-01,Thane,2022,7,9,11.666666666666666,-4.0,-0.020707070707070986
2022-08-01,Thane,2022,8,17,13.0,8.0,-0.020707070707070986
2022-09-01,Thane,2022,9,14,13.333333333333334,-3.0,-0.020707070707070986
2022-10-01,Thane,2022,10,9,13.333333333333334,-5.0,-0.020707070707070986
2022-11-01,Thane,2022,11,12,11.666666666666666,3.0,-0.020707070707070986
2022-12-01,Thane,2022,12,16,12.333333333333334,4.0,-0.020707070707070986
2023-01-01,Thane,2023,1,17,15.0,1.0,-0.020707070707070986
2023-02-01,Thane,2023,2,10,14.333333333333334,-7.0,-0.020707070707070986
2023-03-01,Thane,2023,3,13,13.333333333333334,3.0,-0.020707070707070986
2023-04-01,Thane,2023,4,10,11.0,-3.0,-0.020707070707070986
2023-05-01,Thane,2023,5,14,12.333333333333334,4.0,-0.020707070707070986
2023-06-01,Thane,2023,6,16,13.333333333333334,2.0,-0.020707070707070986
2023-07-01,Thane,2023,7,14,14.666666666666666,-2.0,-0.020707070707070986
2023-08-01,Thane,2023,8,12,14.0,-2.0,-0.020707070707070986
2023-09-01,Thane,2023,9,15,13.666666666666666,3.0,-0.020707070707070986
2023-10-01,Thane,2023,10,14,13.666666666666666,-1.0,-0.020707070707070986
2023-11-01,Thane,2023,11,10,13.0,-4.0,-0.020707070707070986
2023-12-01,Thane,2023,12,9,11.0,-1.0,-0.020707070707070986
2024-01-01,Thane,2024,1,2,7.0,-7.0,-0.020707070707070986
2024-02-01,Thane,2024,2,15,8.666666666666666,13.0,-0.020707070707070986
2024-03-01,Thane,2024,3,12,9.666666666666666,-3.0,-0.020707070707070986
2024-04-01,Thane,2024,4,15,14.0,3.0,-0.020707070707070986
2024-05-01,Thane,2024,5,13,13.333333333333334,-2.0,-0.020707070707070986
2024-06-01,Thane,2024,6,14,14.0,1.0,-0.020707070707070986
2024-07-01,Thane,2024,7,16,14.333333333333334,2.0,-0.020707070707070986
2020-01-01,Varanasi,2020,1,5,,,-0.024098124098124125
2020-02-01,Varanasi,2020,2,2,,-3.0,-0.024098124098124125
2020-03-01,Varanasi,2020,3,8,5.0,6.0,-0.024098124098124125
2020-04-01,Varanasi,2020,4,6,5.333333333333333,-2.0,-0.024098124098124125
2020-05-01,Varanasi,2020,5,8,7.333333333333333,2.0,-0.024098124098124125
2020-06-01,Varanasi,2020,6,8,7.333333333333333,0.0,-0.024098124098124125
2020-07-01,Varanasi,2020,7,13,9.666666666666666,5.0,-0.024098124098124125
2020-08-01,Varanasi,2020,8,13,11.333333333333334,0.0,-0.024098124098124125
2020-09-01,Varanasi,2020,9,5,10.333333333333334,-8.0,-0.024098124098124125
2020-10-01,Varanasi,2020,10,7,8.333333333333334,2.0,-0.024098124098124125
2020-11-01,Varanasi,2020,11,4,5.333333333333333,-3.0,-0.024098124098124125
2020-12-01,Varanasi,2020,12,7,6.0,3.0,-0.024098124098124125
2021-01-01,Varanasi,2021,1,4,5.0,-3.0,-0.024098124098124125
2021-02-01,Varanasi,2021,2,9,6.666666666666667,5.0,-0.024098124098124125
2021-03-01,Varanasi,2021,3,8,7.0,-1.0,-0.024098124098124125
2021-04-01,Varanasi,2021,4,2,6.333333333333333,-6.0,-0.024098124098124125
2021-05-01,Varanasi,2021,5,6,5.333333333333333,4.0,-0.024098124098124125
2021-06-01,Varanasi,2021,6,8,5.333333333333333,2.0,-0.024098124098124125
2021-07-01,Varanasi,2021,7,4,6.0,-4.0,-0.024098124098124125
2021-08-01,Varanasi,2021,8,5,5.666666666666667,1.0,-0.024098124098124125
2021-09-01,Varanasi,2021,9,9,6.0,4.0,-0.024098124098124125
2021-10-01,Varanasi,2021,10,9,7.666666666666667,0.0,-0.024098124098124125
2021-11-01,Varanasi,2021,11,4,7.333333333333333,-5.0,-0.024098124098124125
2021-12-01,Varanasi,2021,12,6,6.333333333333333,2.0,-0.024098124098124125
2022-01-01,Varanasi,2022,1,7,5.666666666666667,1.0,-0.024098124098124125
2022-02-01,Varanasi,2022,2,4,5.666666666666667,-3.0,-0.024098124098124125
2022-03-01,Varanasi,2022,3,13,8.0,9.0,-0.024098124098124125
2022-04-01,Varanasi,2022,4,10,9.0,-3.0,-0.024098124098124125
2022-05-01,Varanasi,2022,5,5,9.333333333333334,-5.0,-0.024098124098124125
2022-06-01,Varanasi,2022,6,5,6.666666666666667,0.0,-0.024098124098124125
2022-07-01,Varanasi,2022,7,10,6.666666666666667,5.0,-0.024098124098124125
2022-08-01,Varanasi,2022,8,4,6.333333333333333,-6.0,-0.024098124098124125
2022-09-01,Varanasi,2022,9,12,8.666666666666666,8.0,-0.024098124098124125
2022-10-01,Varanasi,2022,10,7,7.666666666666667,-5.0,-0.024098124098124125
2022-11-01,Varanasi,2022,11,5,8.0,-2.0,-0.024098124098124125
2022-12-01,Varanasi,2022,12,4,5.333333333333333,-1.0,-0.024098124098124125
2023-01-01,Varanasi,2023,1,8,5.666666666666667,4.0,-0.024098124098124125
2023-02-01,Varanasi,2023,2,8,6.666666666666667,0.0,-0.024098124098124125
2023-03-01,Varanasi,2023,3,3,6.333333333333333,-5.0,-0.024098124098124125
2023-04-01,Varanasi,2023,4,5,5.333333333333333,2.0,-0.024098124098124125
2023-05-01,Varanasi,2023,5,2,3.3333333333333335,-3.0,-0.024098124098124125
2023-06-01,Varanasi,2023,6,8,5.0,6.0,-0.024098124098124125
2023-07-01,Varanasi,2023,7,6,5.333333333333333,-2.0,-0.024098124098124125
2023-08-01,Varanasi,2023,8,5,6.333333333333333,-1.0,-0.024098124098124125
2023-09-01,Varanasi,2023,9,4,5.0,-1.0,-0.024098124098124125
2023-10-01,Varanasi,2023,10,4,4.333333333333333,0.0,-0.024098124098124125
2023-11-01,Varanasi,2023,11,6,4.666666666666667,2.0,-0.024098124098124125
2023-12-01,Varanasi,2023,12,5,5.0,-1.0,-0.024098124098124125
2024-01-01,Varanasi,2024,1,5,5.333333333333333,0.0,-0.024098124098124125
2024-02-01,Varanasi,2024,2,3,4.333333333333333,-2.0,-0.024098124098124125
2024-03-01,Varanasi,2024,3,10,6.0,7.0,-0.024098124098124125
2024-04-01,Varanasi,2024,4,4,5.666666666666667,-6.0,-0.024098124098124125
2024-05-01,Varanasi,2024,5,9,7.666666666666667,5.0,-0.024098124098124125
2024-06-01,Varanasi,2024,6,7,6.666666666666667,-2.0,-0.024098124098124125
2024-07-01,Varanasi,2024,7,7,7.666666666666667,0.0,-0.024098124098124125
2020-01-01,Vasai,2020,1,4,,,-0.0009379509379510063
2020-02-01,Vasai,2020,2,5,,1.0,-0.0009379509379510063
2020-03-01,Vasai,2020,3,6,5.0,1.0,-0.0009379509379510063
2020-04-01,Vasai,2020,4,4,5.0,-2.0,-0.0009379509379510063
2020-05-01,Vasai,2020,5,6,5.333333333333333,2.0,-0.0009379509379510063
2020-06-01,Vasai,2020,6,7,5.666666666666667,1.0,-0.0009379509379510063
2020-07-01,Vasai,2020,7,5,6.0,-2.0,-0.0009379509379510063
2020-08-01,Vasai,2020,8,6,6.0,1.0,-0.0009379509379510063
2020-09-01,Vasai,2020,9,6,5.666666666666667,0.0,-0.0009379509379510063
2020-10-01,Vasai,2020,10,8,6.666666666666667,2.0,-0.0009379509379510063
2020-11-01,Vasai,2020,11,7,7.0,-1.0,-0.0009379509379510063
2020-12-01,Vasai,2020,12,12,9.0,5.0,-0.0009379509379510063
2021-01-01,Vasai,2021,1,3,7.333333333333333,-9.0,-0.0009379509379510063
2021-02-01,Vasai,2021,2,7,7.333333333333333,4.0,-0.0009379509379510063
2021-03-01,Vasai,2021,3,6,5.333333333333333,-1.0,-0.0009379509379510063
2021-04-01,Vasai,2021,4,7,6.666666666666667,1.0,-0.0009379509379510063
2021-05-01,Vasai,2021,5,11,8.0,4.0,-0.0009379509379510063
2021-06-01,Vasai,2021,6,8,8.666666666666666,-3.0,-0.0009379509379510063
2021-07-01,Vasai,2021,7,7,8.666666666666666,-1.0,-0.0009379509379510063
2021-08-01,Vasai,2021,8,7,7.333333333333333,0.0,-0.0009379509379510063
2021-09-01,Vasai,2021,9,7,7.0,0.0,-0.0009379509379510063
2021-10-01,Vasai,2021,10,3,5.666666666666667,-4.0,-0.0009379509379510063
2021-11-01,Vasai,2021,11,9,6.333333333333333,6.0,-0.0009379509379510063
2021-12-01,Vasai,2021,12,6,6.0,-3.0,-0.0009379509379510063
2022-01-01,Vasai,2022,1,14,9.666666666666666,8.0,-0.0009379509379510063
2022-02-01,Vasai,2022,2,4,8.0,-10.0,-0.0009379509379510063
2022-03-01,Vasai,2022,3,4,7.333333333333333,0.0,-0.0009379509379510063
2022-04-01,Vasai,2022,4,6,4.666666666666667,2.0,-0.0009379509379510063
2022-05-01,Vasai,2022,5,7,5.666666666666667,1.0,-0.0009379509379510063
2022-06-01,Vasai,2022,6,4,5.666666666666667,-3.0,-0.0009379509379510063
2022-07-01,Vasai,2022,7,10,7.0,6.0,-0.0009379509379510063
2022-08-01,Vasai,2022,8,6,6.666666666666667,-4.0,-0.0009379509379510063
2022-09-01,Vasai,2022,9,9,8.333333333333334,3.0,-0.0009379509379510063
2022-10-01,Vasai,2022,10,8,7.666666666666667,-1.0,-0.0009379509379510063
2022-11-01,Vasai,2022,11,7,8.0,-1.0,-0.0009379509379510063
2022-12-01,Vasai,2022,12,5,6.666666666666667,-2.0,-0.0009379509379510063
2023-01-01,Vasai,2023,1,1,4.333333333333333,-4.0,-0.0009379509379510063
2023-02-01,Vasai,2023,2,6,4.0,5.0,-0.0009379509379510063
2023-03-01,Vasai,2023,3,13,6.666666666666667,7.0,-0.0009379509379510063
2023-04-01,Vasai,2023,4,10,9.666666666666666,-3.0,-0.0009379509379510063
2023-05-01,Vasai,2023,5,11,11.333333333333334,1.0,-0.0009379509379510063
2023-06-01,Vasai,2023,6,6,9.0,-5.0,-0.0009379509379510063
2023-07-01,Vasai,2023,7,3,6.666666666666667,-3.0,-0.0009379509379510063
2023-08-01,Vasai,2023,8,8,5.666666666666667,5.0,-0.0009379509379510063
2023-09-01,Vasai,2023,9,8,6.333333333333333,0.0,-0.0009379509379510063
2023-10-01,Vasai,2023,10,7,7.666666666666667,-1.0,-0.0009379509379510063
2023-11-01,Vasai,2023,11,4,6.333333333333333,-3.0,-0.0009379509379510063
2023-12-01,Vasai,2023,12,9,6.666666666666667,5.0,-0.0009379509379510063
2024-01-01,Vasai,2024,1,5,6.0,-4.0,-0.0009379509379510063
2024-02-01,Vasai,2024,2,1,5.0,-4.0,-0.0009379509379510063
2024-03-01,Vasai,2024,3,2,2.6666666666666665,1.0,-0.0009379509379510063
2024-04-01,Vasai,2024,4,3,2.0,1.0,-0.0009379509379510063
2024-05-01,Vasai,2024,5,8,4.333333333333333,5.0,-0.0009379509379510063
2024-06-01,Vasai,2024,6,6,5.666666666666667,-2.0,-0.0009379509379510063
2024-07-01,Vasai,2024,7,10,8.0,4.0,-0.0009379509379510063
2020-01-01,Visakhapatnam,2020,1,14,,,0.012914862914862728
2020-02-01,Visakhapatnam,2020,2,8,,-6.0,0.012914862914862728
2020-03-01,Visakhapatnam,2020,3,14,12.0,6.0,0.012914862914862728
2020-04-01,Visakhapatnam,2020,4,7,9.666666666666666,-7.0,0.012914862914862728
2020-05-01,Visakhapatnam,2020,5,18,13.0,11.0,0.012914862914862728
2020-06-01,Visakhapatnam,2020,6,21,15.333333333333334,3.0,0.012914862914862728
2020-07-01,Visakhapatnam,2020,7,14,17.666666666666668,-7.0,0.012914862914862728
2020-08-01,Visakhapatnam,2020,8,12,15.666666666666666,-2.0,0.012914862914862728
2020-09-01,Visakhapatnam,2020,9,14,13.333333333333334,2.0,0.012914862914862728
2020-10-01,Visakhapatnam,2020,10,16,14.0,2.0,0.012914862914862728
2020-11-01,Visakhapatnam,2020,11,15,15.0,-1.0,0.012914862914862728
2020-12-01,Visakhapatnam,2020,12,14,15.0,-1.0,0.012914862914862728
2021-01-01,Visakhapatnam,2021,1,16,15.0,2.0,0.012914862914862728
2021-02-01,Visakhapatnam,2021,2,15,15.0,-1.0,0.012914862914862728
2021-03-01,Visakhapatnam,2021,3,14,15.0,-1.0,0.012914862914862728
2021-04-01,Visakhapatnam,2021,4,15,14.666666666666666,1.0,0.012914862914862728
2021-05-01,Visakhapatnam,2021,5,11,13.333333333333334,-4.0,0.012914862914862728
2021-06-01,Visakhapatnam,2021,6,9,11.666666666666666,-2.0,0.012914862914862728
2021-07-01,Visakhapatnam,2021,7,11,10.333333333333334,2.0,0.012914862914862728
2021-08-01,Visakhapatnam,2021,8,11,10.333333333333334,0.0,0.012914862914862728
2021-09-01,Visakhapatnam,2021,9,11,11.0,0.0,0.012914862914862728
2021-10-01,Visakhapatnam,2021,10,11,11.0,0.0,0.012914862914862728
2021-11-01,Visakhapatnam,2021,11,12,11.333333333333334,1.0,0.012914862914862728
2021-12-01,Visakhapatnam,2021,12,15,12.666666666666666,3.0,0.012914862914862728
2022-01-01,Visakhapatnam,2022,1,18,15.0,3.0,0.012914862914862728
2022-02-01,Visakhapatnam,2022,2,11,14.666666666666666,-7.0,0.012914862914862728
2022-03-01,Visakhapatnam,2022,3,11,13.333333333333334,0.0,0.012914862914862728
2022-04-01,Visakhapatnam,2022,4,12,11.333333333333334,1.0,0.012914862914862728
2022-05-01,Visakhapatnam,2022,5,14,12.333333333333334,2.0,0.012914862914862728
2022-06-01,Visakhapatnam,2022,6,12,12.666666666666666,-2.0,0.012914862914862728
2022-07-01,Visakhapatnam,2022,7,5,10.333333333333334,-7.0,0.012914862914862728
2022-08-01,Visakhapatnam,2022,8,17,11.333333333333334,12.0,0.012914862914862728
2022-09-01,Visakhapatnam,2022,9,10,10.666666666666666,-7.0,0.012914862914862728
2022-10-01,Visakhapatnam,2022,10,8,11.666666666666666,-2.0,0.012914862914862728
2022-11-01,Visakhapatnam,2022,11,19,12.333333333333334,11.0,0.012914862914862728
2022-12-01,Visakhapatnam,2022,12,16,14.333333333333334,-3.0,0.012914862914862728
2023-01-01,Visakhapatnam,2023,1,19,18.0,3.0,0.012914862914862728
2023-02-01,Visakhapatnam,2023,2,11,15.333333333333334,-8.0,0.012914862914862728
2023-03-01,Visakhapatnam,2023,3,8,12.666666666666666,-3.0,0.012914862914862728
2023-04-01,Visakhapatnam,2023,4,10,9.666666666666666,2.0,0.012914862914862728
2023-05-01,Visakhapatnam,2023,5,12,10.0,2.0,0.012914862914862728
2023-06-01,Visakhapatnam,2023,6,10,10.666666666666666,-2.0,0.012914862914862728
2023-07-01,Visakhapatnam,2023,7,9,10.333333333333334,-1.0,0.012914862914862728
2023-08-01,Visakhapatnam,2023,8,15,11.333333333333334,6.0,0.012914862914862728
2023-09-01,Visakhapatnam,2023,9,14,12.666666666666666,-1.0,0.012914862914862728
2023-10-01,Visakhapatnam,2023,10,15,14.666666666666666,1.0,0.012914862914862728
2023-11-01,Visakhapatnam,2023,11,8,12.333333333333334,-7.0,0.012914862914862728
2023-12-01,Visakhapatnam,2023,12,16,13.0,8.0,0.012914862914862728
2024-01-01,Visakhapatnam,2024,1,14,12.666666666666666,-2.0,0.012914862914862728
2024-02-01,Visakhapatnam,2024,2,12,14.0,-2.0,0.012914862914862728
2024-03-01,Visakhapatnam,2024,3,18,14.666666666666666,6.0,0.012914862914862728
2024-04-01,Visakhapatnam,2024,4,10,13.333333333333334,-8.0,0.012914862914862728
2024-05-01,Visakhapatnam,2024,5,21,16.333333333333332,11.0,0.012914862914862728
2024-06-01,Visakhapatnam,2024,6,16,15.666666666666666,-5.0,0.012914862914862728
2024-07-01,Visakhapatnam,2024,7,19,18.666666666666668,3.0,0.012914862914862728
